year,sampling_date,siteID,blockID,treatment,plotID,extraction_height,extraction_round,microarthropods,functional_group,abundance,observer,comments
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,mite,predaceous,20,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,collembola,fungivorous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,GF,Arh2GF,low,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,fungivorous,20,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,nematophagous,2,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,predaceous,23,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,mite,unknownjuvenile,0,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,collembola,fungivorous,3,M,NA
2022,2022-08-31,Arhelleren,Arh2,FB,Arh2FB,middle,3,collembola,predaceous,0,M,NA
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,fungivorous,34,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,nematophagous,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,predaceous,43,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,mite,unknownjuvenile,0,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,collembola,fungivorous,4,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,GB,Arh2GB,high,3,collembola,predaceous,1,V,regular bulb
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,fungivorous,4,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,nematophagous,1,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,predaceous,2,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,collembola,fungivorous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,FGB,Arh2FGB,low,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,fungivorous,58,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,nematophagous,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,predaceous,32,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,collembola,fungivorous,4,V,NA
2022,2022-08-31,Arhelleren,Arh2,C,Arh2C,middle,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,fungivorous,10,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,nematophagous,1,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,predaceous,4,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,mite,unknownjuvenile,0,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,collembola,fungivorous,0,M,NA
2022,2022-08-31,Arhelleren,Arh3,GF,Arh3GF,high,3,collembola,predaceous,0,M,NA
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,fungivorous,68,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,nematophagous,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,predaceous,20,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,mite,unknownjuvenile,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,collembola,fungivorous,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,FB,Arh3FB,high,3,collembola,predaceous,0,M,regular bulb
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,fungivorous,14,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,nematophagous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,predaceous,4,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,collembola,fungivorous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,GB,Arh3GB,low,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,FGB,Arh3FGB,high,3,mite,fungivorous,2,V,NA
2022,2022-08-31,Arhelleren,Arh3,FGB,Arh3FGB,high,3,mite,nematophagous,1,V,NA
2022,2022-08-31,Arhelleren,Arh3,FGB,Arh3FGB,high,3,mite,predaceous,1,V,NA
2022,2022-08-31,Arhelleren,Arh3,FGB,Arh3FGB,high,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,FGB,Arh3FGB,high,3,collembola,fungivorous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,FGB,Arh3FGB,high,3,collembola,predaceous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,C,Arh3C,middle,3,mite,fungivorous,15,V,NA
2022,2022-08-31,Arhelleren,Arh3,C,Arh3C,middle,3,mite,nematophagous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,C,Arh3C,middle,3,mite,predaceous,10,V,NA
2022,2022-08-31,Arhelleren,Arh3,C,Arh3C,middle,3,mite,unknownjuvenile,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,C,Arh3C,middle,3,collembola,fungivorous,0,V,NA
2022,2022-08-31,Arhelleren,Arh3,C,Arh3C,middle,3,collembola,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,GF,Ovs1GF,low,2,mite,fungivorous,1,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,GF,Ovs1GF,low,2,mite,nematophagous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,GF,Ovs1GF,low,2,mite,predaceous,1,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,GF,Ovs1GF,low,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,GF,Ovs1GF,low,2,collembola,fungivorous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,GF,Ovs1GF,low,2,collembola,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,FB,Ovs1FB,middle,2,mite,fungivorous,13,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,FB,Ovs1FB,middle,2,mite,nematophagous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,FB,Ovs1FB,middle,2,mite,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,FB,Ovs1FB,middle,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,FB,Ovs1FB,middle,2,collembola,fungivorous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,FB,Ovs1FB,middle,2,collembola,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs1,GB,Ovs1GB,low,2,mite,fungivorous,6,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,GB,Ovs1GB,low,2,mite,nematophagous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,GB,Ovs1GB,low,2,mite,predaceous,2,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,GB,Ovs1GB,low,2,mite,unknownjuvenile,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,GB,Ovs1GB,low,2,collembola,fungivorous,3,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,GB,Ovs1GB,low,2,collembola,predaceous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,FGB,Ovs1FGB,low,2,mite,fungivorous,1,M,a lot of sand
2022,2022-08-28,Ovstedalen,Ovs1,FGB,Ovs1FGB,low,2,mite,nematophagous,0,M,a lot of sand
2022,2022-08-28,Ovstedalen,Ovs1,FGB,Ovs1FGB,low,2,mite,predaceous,0,M,a lot of sand
2022,2022-08-28,Ovstedalen,Ovs1,FGB,Ovs1FGB,low,2,mite,unknownjuvenile,0,M,a lot of sand
2022,2022-08-28,Ovstedalen,Ovs1,FGB,Ovs1FGB,low,2,collembola,fungivorous,1,M,a lot of sand
2022,2022-08-28,Ovstedalen,Ovs1,FGB,Ovs1FGB,low,2,collembola,predaceous,0,M,a lot of sand
2022,2022-08-28,Ovstedalen,Ovs1,C,Ovs1C,high,2,mite,fungivorous,5,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,C,Ovs1C,high,2,mite,nematophagous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,C,Ovs1C,high,2,mite,predaceous,2,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,C,Ovs1C,high,2,mite,unknownjuvenile,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,C,Ovs1C,high,2,collembola,fungivorous,3,M,NA
2022,2022-08-28,Ovstedalen,Ovs1,C,Ovs1C,high,2,collembola,predaceous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,GF,Ovs2GF,high,2,mite,fungivorous,4,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,GF,Ovs2GF,high,2,mite,nematophagous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,GF,Ovs2GF,high,2,mite,predaceous,5,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,GF,Ovs2GF,high,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,GF,Ovs2GF,high,2,collembola,fungivorous,1,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,GF,Ovs2GF,high,2,collembola,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,FB,Ovs2FB,middle,2,mite,fungivorous,3,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,FB,Ovs2FB,middle,2,mite,nematophagous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,FB,Ovs2FB,middle,2,mite,predaceous,4,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,FB,Ovs2FB,middle,2,mite,unknownjuvenile,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,FB,Ovs2FB,middle,2,collembola,fungivorous,2,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,FB,Ovs2FB,middle,2,collembola,predaceous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,GB,Ovs2GB,low,2,mite,fungivorous,2,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,GB,Ovs2GB,low,2,mite,nematophagous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,GB,Ovs2GB,low,2,mite,predaceous,6,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,GB,Ovs2GB,low,2,mite,unknownjuvenile,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,GB,Ovs2GB,low,2,collembola,fungivorous,1,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,GB,Ovs2GB,low,2,collembola,predaceous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs2,FGB,Ovs2FGB,high,2,mite,fungivorous,5,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,FGB,Ovs2FGB,high,2,mite,nematophagous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,FGB,Ovs2FGB,high,2,mite,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,FGB,Ovs2FGB,high,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,FGB,Ovs2FGB,high,2,collembola,fungivorous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,FGB,Ovs2FGB,high,2,collembola,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs2,C,Ovs2C,middle,2,mite,fungivorous,35,V,"lot of sand, difficult to see juveniles"
2022,2022-08-28,Ovstedalen,Ovs2,C,Ovs2C,middle,2,mite,nematophagous,0,V,"lot of sand, difficult to see juveniles"
2022,2022-08-28,Ovstedalen,Ovs2,C,Ovs2C,middle,2,mite,predaceous,7,V,"lot of sand, difficult to see juveniles"
2022,2022-08-28,Ovstedalen,Ovs2,C,Ovs2C,middle,2,mite,unknownjuvenile,0,V,"lot of sand, difficult to see juveniles"
2022,2022-08-28,Ovstedalen,Ovs2,C,Ovs2C,middle,2,collembola,fungivorous,3,V,"lot of sand, difficult to see juveniles"
2022,2022-08-28,Ovstedalen,Ovs2,C,Ovs2C,middle,2,collembola,predaceous,0,V,"lot of sand, difficult to see juveniles"
2022,2022-08-28,Ovstedalen,Ovs3,GF,Ovs3GF,middle,2,mite,fungivorous,81,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GF,Ovs3GF,middle,2,mite,nematophagous,7,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GF,Ovs3GF,middle,2,mite,predaceous,18,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GF,Ovs3GF,middle,2,mite,unknownjuvenile,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GF,Ovs3GF,middle,2,collembola,fungivorous,59,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GF,Ovs3GF,middle,2,collembola,predaceous,1,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,FB,Ovs3FB,high,2,mite,fungivorous,18,M,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,FB,Ovs3FB,high,2,mite,nematophagous,0,M,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,FB,Ovs3FB,high,2,mite,predaceous,0,M,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,FB,Ovs3FB,high,2,mite,unknownjuvenile,0,M,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,FB,Ovs3FB,high,2,collembola,fungivorous,0,M,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,FB,Ovs3FB,high,2,collembola,predaceous,0,M,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,GB,Ovs3GB,middle,2,mite,fungivorous,5,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GB,Ovs3GB,middle,2,mite,nematophagous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GB,Ovs3GB,middle,2,mite,predaceous,14,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GB,Ovs3GB,middle,2,mite,unknownjuvenile,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GB,Ovs3GB,middle,2,collembola,fungivorous,2,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,GB,Ovs3GB,middle,2,collembola,predaceous,0,M,NA
2022,2022-08-28,Ovstedalen,Ovs3,FGB,Ovs3FGB,low,2,mite,fungivorous,7,V,NA
2022,2022-08-28,Ovstedalen,Ovs3,FGB,Ovs3FGB,low,2,mite,nematophagous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs3,FGB,Ovs3FGB,low,2,mite,predaceous,6,V,NA
2022,2022-08-28,Ovstedalen,Ovs3,FGB,Ovs3FGB,low,2,mite,unknownjuvenile,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs3,FGB,Ovs3FGB,low,2,collembola,fungivorous,6,V,NA
2022,2022-08-28,Ovstedalen,Ovs3,FGB,Ovs3FGB,low,2,collembola,predaceous,0,V,NA
2022,2022-08-28,Ovstedalen,Ovs3,C,Ovs3C,high,2,mite,fungivorous,68,V,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,C,Ovs3C,high,2,mite,nematophagous,0,V,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,C,Ovs3C,high,2,mite,predaceous,10,V,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,C,Ovs3C,high,2,mite,unknownjuvenile,0,V,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,C,Ovs3C,high,2,collembola,fungivorous,1,V,regular bulb
2022,2022-08-28,Ovstedalen,Ovs3,C,Ovs3C,high,2,collembola,predaceous,0,V,regular bulb
2022,2022-08-24,Alrust,Alr1,GF,Alr1GF,NA,1,mite,fungivorous,2,M,NA
2022,2022-08-24,Alrust,Alr1,GF,Alr1GF,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-24,Alrust,Alr1,GF,Alr1GF,NA,1,mite,predaceous,6,M,NA
2022,2022-08-24,Alrust,Alr1,GF,Alr1GF,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-24,Alrust,Alr1,GF,Alr1GF,NA,1,collembola,fungivorous,2,M,NA
2022,2022-08-24,Alrust,Alr1,GF,Alr1GF,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr1,FB,Alr1FB,NA,1,mite,fungivorous,1,M,NA
2022,2022-08-24,Alrust,Alr1,FB,Alr1FB,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-24,Alrust,Alr1,FB,Alr1FB,NA,1,mite,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr1,FB,Alr1FB,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-24,Alrust,Alr1,FB,Alr1FB,NA,1,collembola,fungivorous,4,M,NA
2022,2022-08-24,Alrust,Alr1,FB,Alr1FB,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr1,GB,Alr1GB,NA,1,mite,fungivorous,17,V,NA
2022,2022-08-24,Alrust,Alr1,GB,Alr1GB,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-24,Alrust,Alr1,GB,Alr1GB,NA,1,mite,predaceous,5,V,NA
2022,2022-08-24,Alrust,Alr1,GB,Alr1GB,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-24,Alrust,Alr1,GB,Alr1GB,NA,1,collembola,fungivorous,7,V,NA
2022,2022-08-24,Alrust,Alr1,GB,Alr1GB,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-24,Alrust,Alr1,FGB,Alr1FGB,NA,1,mite,fungivorous,8,M,NA
2022,2022-08-24,Alrust,Alr1,FGB,Alr1FGB,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-24,Alrust,Alr1,FGB,Alr1FGB,NA,1,mite,predaceous,31,M,NA
2022,2022-08-24,Alrust,Alr1,FGB,Alr1FGB,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-24,Alrust,Alr1,FGB,Alr1FGB,NA,1,collembola,fungivorous,0,M,NA
2022,2022-08-24,Alrust,Alr1,FGB,Alr1FGB,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr1,C,Alr1C,NA,1,mite,fungivorous,135,V,lot of soil in sample
2022,2022-08-24,Alrust,Alr1,C,Alr1C,NA,1,mite,nematophagous,22,V,lot of soil in sample
2022,2022-08-24,Alrust,Alr1,C,Alr1C,NA,1,mite,predaceous,62,V,lot of soil in sample
2022,2022-08-24,Alrust,Alr1,C,Alr1C,NA,1,mite,unknownjuvenile,0,V,lot of soil in sample
2022,2022-08-24,Alrust,Alr1,C,Alr1C,NA,1,collembola,fungivorous,14,V,lot of soil in sample
2022,2022-08-24,Alrust,Alr1,C,Alr1C,NA,1,collembola,predaceous,0,V,lot of soil in sample
2022,2022-08-24,Alrust,Alr2,GF,Alr2GF,NA,1,mite,fungivorous,8,M,NA
2022,2022-08-24,Alrust,Alr2,GF,Alr2GF,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-24,Alrust,Alr2,GF,Alr2GF,NA,1,mite,predaceous,12,M,NA
2022,2022-08-24,Alrust,Alr2,GF,Alr2GF,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-24,Alrust,Alr2,GF,Alr2GF,NA,1,collembola,fungivorous,4,M,NA
2022,2022-08-24,Alrust,Alr2,GF,Alr2GF,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr2,FB,Alr2FB,NA,1,mite,fungivorous,3,V,NA
2022,2022-08-24,Alrust,Alr2,FB,Alr2FB,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-24,Alrust,Alr2,FB,Alr2FB,NA,1,mite,predaceous,3,V,NA
2022,2022-08-24,Alrust,Alr2,FB,Alr2FB,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-24,Alrust,Alr2,FB,Alr2FB,NA,1,collembola,fungivorous,0,V,NA
2022,2022-08-24,Alrust,Alr2,FB,Alr2FB,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-24,Alrust,Alr2,GB,Alr2GB,NA,1,mite,fungivorous,0,M,NA
2022,2022-08-24,Alrust,Alr2,GB,Alr2GB,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-24,Alrust,Alr2,GB,Alr2GB,NA,1,mite,predaceous,4,M,NA
2022,2022-08-24,Alrust,Alr2,GB,Alr2GB,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-24,Alrust,Alr2,GB,Alr2GB,NA,1,collembola,fungivorous,11,M,NA
2022,2022-08-24,Alrust,Alr2,GB,Alr2GB,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr2,FGB,Alr2FGB,NA,1,mite,fungivorous,1,V,NA
2022,2022-08-24,Alrust,Alr2,FGB,Alr2FGB,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-24,Alrust,Alr2,FGB,Alr2FGB,NA,1,mite,predaceous,0,V,NA
2022,2022-08-24,Alrust,Alr2,FGB,Alr2FGB,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-24,Alrust,Alr2,FGB,Alr2FGB,NA,1,collembola,fungivorous,1,V,NA
2022,2022-08-24,Alrust,Alr2,FGB,Alr2FGB,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-24,Alrust,Alr2,C,Alr2C,NA,1,mite,fungivorous,6,M,NA
2022,2022-08-24,Alrust,Alr2,C,Alr2C,NA,1,mite,nematophagous,1,M,NA
2022,2022-08-24,Alrust,Alr2,C,Alr2C,NA,1,mite,predaceous,1,M,NA
2022,2022-08-24,Alrust,Alr2,C,Alr2C,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-24,Alrust,Alr2,C,Alr2C,NA,1,collembola,fungivorous,1,M,NA
2022,2022-08-24,Alrust,Alr2,C,Alr2C,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr3,GF,Alr3GF,NA,1,mite,fungivorous,4,V,NA
2022,2022-08-24,Alrust,Alr3,GF,Alr3GF,NA,1,mite,nematophagous,0,V,NA
2022,2022-08-24,Alrust,Alr3,GF,Alr3GF,NA,1,mite,predaceous,3,V,NA
2022,2022-08-24,Alrust,Alr3,GF,Alr3GF,NA,1,mite,unknownjuvenile,0,V,NA
2022,2022-08-24,Alrust,Alr3,GF,Alr3GF,NA,1,collembola,fungivorous,0,V,NA
2022,2022-08-24,Alrust,Alr3,GF,Alr3GF,NA,1,collembola,predaceous,0,V,NA
2022,2022-08-24,Alrust,Alr3,FB,Alr3FB,NA,1,mite,fungivorous,0,M,NA
2022,2022-08-24,Alrust,Alr3,FB,Alr3FB,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-24,Alrust,Alr3,FB,Alr3FB,NA,1,mite,predaceous,2,M,NA
2022,2022-08-24,Alrust,Alr3,FB,Alr3FB,NA,1,mite,unknownjuvenile,0,M,NA
2022,2022-08-24,Alrust,Alr3,FB,Alr3FB,NA,1,collembola,fungivorous,1,M,NA
2022,2022-08-24,Alrust,Alr3,FB,Alr3FB,NA,1,collembola,predaceous,0,M,NA
2022,2022-08-24,Alrust,Alr3,GB,Alr3GB,NA,1,mite,fungivorous,0,M,NA
2022,2022-08-24,Alrust,Alr3,GB,Alr3GB,NA,1,mite,nematophagous,0,M,NA
2022,2022-08-24,Alrust,Alr3,GB,Alr3GB,NA,1,mite,predaceous,1,M,NA
